subject,target_distance,condition,perc_dist,sd_perc_dist,sem_perc_dist,logperc_dist,logperc_dist_sem
S008,5,Closed headphones,3,0.816496580927726,0.408248290463863,0.47712125471966244,-0.3890756251918218
S008,5,Individualized HRTF,3,0.408248290463863,0.2041241452319315,0.47712125471966244,-0.690105620855803
S008,5,Real speakers,5.75,0.5,0.25,0.7596678446896304,-0.6020599913279624
S008,5,Non-individualized HRTF,4.125,1.0307764064044151,0.5153882032022076,0.6154239528859439,-0.2878655263028066
S008,6,Incongruous room,2.425,0.298607881119482,0.149303940559741,0.3847117429382824,-0.8259287298451887
S008,6,Closed headphones,4.5,1.8708286933869707,0.9354143466934853,0.6532125137753437,-0.028995973488843384
S008,6,Individualized HRTF,4.25,0.6454972243679028,0.3227486121839514,0.6283889300503115,-0.4911356165197842
S008,6,Real speakers,6,0,0,0.7781512503836436,-Inf
S008,6,Non-individualized HRTF,4.875,0.6291528696058958,0.3145764348029479,0.6879746200345557,-0.5022738138753603
S009,1,Incongruous room,0.1875,0.02500000000000001,0.012500000000000004,-0.7269987279362623,-1.9030899869919435
S009,1,Closed headphones,0.4,0.11547005383792516,0.05773502691896258,-0.3979400086720376,-1.238560627359831
S009,1,Individualized HRTF,1,0,0,0,-Inf
S009,1,Real speakers,1,0,0,0,-Inf
S009,1,Non-individualized HRTF,1,0,0,0,-Inf
S009,2,Incongruous room,0.325,0.12583057392117916,0.06291528696058958,-0.4881166390211256,-1.2012438182113792
S009,2,Closed headphones,0.7,0.5416025603090641,0.27080128015453203,-0.1549019599857432,-0.5673492869487281
S009,2,Individualized HRTF,2,0,0,0.3010299956639812,-Inf
S009,2,Real speakers,2.125,0.6291528696058958,0.3145764348029479,0.32735893438633035,-0.5022738138753603
S009,2,Non-individualized HRTF,2,0,0,0.3010299956639812,-Inf
S009,3,Incongruous room,0.4875,0.3705289012569285,0.18526445062846425,-0.3120253799654444,-0.7322079070547699
S009,3,Closed headphones,0.875,0.75,0.375,-0.057991946977686754,-0.42596873227228116
S009,3,Individualized HRTF,3.125,0.47871355387816905,0.23935677693908453,0.494850021680094,-0.6209542717726623
S009,3,Real speakers,2.625,0.47871355387816905,0.23935677693908453,0.4191293077419757,-0.6209542717726623
S009,3,Non-individualized HRTF,2.375,0.47871355387816905,0.23935677693908453,0.3756636139608854,-0.6209542717726623
S009,4,Incongruous room,0.65,0.40414518843273806,0.20207259421636903,-0.18708664335714442,-0.6944925830095555
S009,4,Closed headphones,1,0.408248290463863,0.2041241452319315,0,-0.690105620855803
S009,4,Individualized HRTF,3.5,0.5773502691896257,0.28867513459481287,0.5440680443502757,-0.5395906230238124
S009,4,Real speakers,2.875,0.25,0.125,0.4586378490256493,-0.9030899869919435
S009,4,Non-individualized HRTF,2.75,0.5,0.25,0.43933269383026263,-0.6020599913279624
S009,5,Incongruous room,0.475,0.37749172176353746,0.18874586088176873,-0.3233063903751334,-0.7241225634917168
S009,5,Closed headphones,1,0.408248290463863,0.2041241452319315,0,-0.690105620855803
S009,5,Individualized HRTF,3.5,0.408248290463863,0.2041241452319315,0.5440680443502757,-0.690105620855803
S009,5,Real speakers,3,0.7071067811865476,0.3535533905932738,0.47712125471966244,-0.45154499349597177
S009,5,Non-individualized HRTF,3,0,0,0.47712125471966244,-Inf
S009,6,Incongruous room,0.45,0.1,0.05,-0.3467874862246563,-1.3010299956639813
S009,6,Closed headphones,1.5,0.408248290463863,0.2041241452319315,0.17609125905568124,-0.690105620855803
S009,6,Individualized HRTF,3.75,0.5,0.25,0.5740312677277188,-0.6020599913279624
S009,6,Real speakers,3.375,0.25,0.125,0.5282737771670437,-0.9030899869919435
S009,6,Non-individualized HRTF,3.125,0.25,0.125,0.494850021680094,-0.9030899869919435
S010,1,Incongruous room,0.8500000000000001,0.09999999999999998,0.04999999999999999,-0.07058107428570722,-1.3010299956639813
S010,1,Closed headphones,0.95,0.09999999999999998,0.04999999999999999,-0.022276394711152253,-1.3010299956639813
S010,1,Individualized HRTF,3.625,1.1086778913041726,0.5543389456520863,0.5593080109070125,-0.25622460853070267
S010,1,Real speakers,1.625,0.25,0.125,0.21085336531489318,-0.9030899869919435
S010,1,Non-individualized HRTF,2.25,0.6454972243679028,0.3227486121839514,0.3521825181113625,-0.4911356165197842
S010,2,Incongruous room,1.25,0.5,0.25,0.09691001300805642,-0.6020599913279624
S010,2,Closed headphones,4.25,0.9574271077563381,0.47871355387816905,0.6283889300503115,-0.31992427610868107
S010,2,Individualized HRTF,3.75,0.9574271077563381,0.47871355387816905,0.5740312677277188,-0.31992427610868107
S010,2,Real speakers,4.25,1.0408329997330663,0.5204164998665332,0.6283889300503115,-0.2836489425343752
S010,2,Non-individualized HRTF,3.75,2.8722813232690143,1.4361406616345072,0.5740312677277188,0.15719697861098134
S010,3,Incongruous room,2.25,0.5,0.25,0.3521825181113625,-0.6020599913279624
S010,3,Closed headphones,8,1.4142135623730951,0.7071067811865476,0.9030899869919435,-0.15051499783199057
S010,3,Individualized HRTF,5.875,1.181453906563152,0.590726953281576,0.7690078709437739,-0.22861321300136164
S010,3,Real speakers,4.75,1.6583123951777,0.82915619758885,0.6766936096248666,-0.08136364874884988
S010,3,Non-individualized HRTF,6.625,0.75,0.375,0.8211858826088455,-0.42596873227228116
S010,4,Incongruous room,2.75,0.5,0.25,0.43933269383026263,-0.6020599913279624
S010,4,Closed headphones,8.5,1.7320508075688772,0.8660254037844386,0.9294189257142927,-0.06246936830415
S010,4,Individualized HRTF,7,0.408248290463863,0.2041241452319315,0.8450980400142568,-0.690105620855803
S010,4,Real speakers,6.5,1,0.5,0.8129133566428556,-0.3010299956639812
S010,4,Non-individualized HRTF,6.125,0.25,0.125,0.7871060930365701,-0.9030899869919435
S010,5,Incongruous room,2.25,0.5,0.25,0.3521825181113625,-0.6020599913279624
S010,5,Closed headphones,8,0.816496580927726,0.408248290463863,0.9030899869919435,-0.3890756251918218
S010,5,Individualized HRTF,6.75,1.5,0.75,0.829303772831025,-0.12493873660829995
S010,5,Real speakers,5.5,1.2909944487358056,0.6454972243679028,0.7403626894942439,-0.19010562085580301
S010,5,Non-individualized HRTF,5.25,0.9574271077563381,0.47871355387816905,0.7201593034059569,-0.31992427610868107
S010,6,Incongruous room,3.75,0.9574271077563381,0.47871355387816905,0.5740312677277188,-0.31992427610868107
S010,6,Closed headphones,9,1.4142135623730951,0.7071067811865476,0.9542425094393249,-0.15051499783199057
S010,6,Individualized HRTF,7.75,0.6454972243679028,0.3227486121839514,0.8893017025063102,-0.4911356165197842
S010,6,Real speakers,6.25,1.848422751068236,0.924211375534118,0.7958800173440752,-0.034228690327925894
S010,6,Non-individualized HRTF,7.125,0.6291528696058958,0.3145764348029479,0.8527848686805478,-0.5022738138753603
S011,1,Incongruous room,2.3125,0.025000000000000133,0.012500000000000067,0.3640817414110702,-1.9030899869919413
S011,1,Closed headphones,2.6125,0.08539125638299669,0.042695628191498344,0.4170562991191104,-1.3696165921766368
S011,1,Individualized HRTF,0.8500000000000001,0.09999999999999998,0.04999999999999999,-0.07058107428570722,-1.3010299956639813
S011,1,Real speakers,0.8500000000000001,0.09999999999999998,0.04999999999999999,-0.07058107428570722,-1.3010299956639813
S011,1,Non-individualized HRTF,0.55,0.3109126351029605,0.15545631755148026,-0.2596373105057561,-0.8083916240743343
S011,2,Incongruous room,2.4,0.04082482904638634,0.02041241452319317,0.38021124171160603,-1.6901056208558025
S011,2,Closed headphones,2.8,0.07071067811865471,0.035355339059327355,0.4471580313422192,-1.451544993495972
S011,2,Individualized HRTF,1.875,0.25,0.125,0.27300127206373764,-0.9030899869919435
S011,2,Real speakers,1.875,0.25,0.125,0.27300127206373764,-0.9030899869919435
S011,2,Non-individualized HRTF,1.375,0.47871355387816905,0.23935677693908453,0.13830269816628146,-0.6209542717726623
S011,3,Incongruous room,2.425,0.02886751345948144,0.01443375672974072,0.3847117429382824,-1.8406206186877914
S011,3,Closed headphones,2.8875,0.08539125638299669,0.042695628191498344,0.46052199290020074,-1.3696165921766368
S011,3,Individualized HRTF,2.625,0.25,0.125,0.4191293077419757,-0.9030899869919435
S011,3,Real speakers,3.125,0.25,0.125,0.494850021680094,-0.9030899869919435
S011,3,Non-individualized HRTF,2.25,0.28867513459481287,0.14433756729740643,0.3521825181113625,-0.8406206186877936
S011,4,Incongruous room,2.4375,0.04787135538781697,0.023935677693908485,0.3869446243705744,-1.6209542717726617
S011,4,Closed headphones,2.9,0.07071067811865471,0.035355339059327355,0.4623979978989561,-1.451544993495972
S011,4,Individualized HRTF,2.875,0.25,0.125,0.4586378490256493,-0.9030899869919435
S011,4,Real speakers,3.0625,0.125,0.0625,0.4860760973725889,-1.2041199826559248
S011,4,Non-individualized HRTF,2.75,0.28867513459481287,0.14433756729740643,0.43933269383026263,-0.8406206186877936
S011,5,Incongruous room,2.4375,0.04787135538781697,0.023935677693908485,0.3869446243705744,-1.6209542717726617
S011,5,Closed headphones,2.9125,0.10307764064044156,0.05153882032022078,0.4642659340340754,-1.2878655263028065
S011,5,Individualized HRTF,3,0,0,0.47712125471966244,-Inf
S011,5,Real speakers,2.9375,0.3145764348029479,0.15728821740147395,0.4679778752797927,-0.8033038095393416
S011,5,Non-individualized HRTF,3.5,0,0,0.5440680443502757,-Inf
S011,6,Incongruous room,2.5125,0.02499999999999991,0.012499999999999956,0.4001060704285453,-1.903089986991945
S011,6,Closed headphones,2.9,0.14142135623730964,0.07071067811865482,0.4623979978989561,-1.1505149978319902
S011,6,Individualized HRTF,3.1875,0.23935677693908453,0.11967838846954226,0.5034501934420116,-0.9219842674366435
S011,6,Real speakers,3.3125,0.23935677693908453,0.11967838846954226,0.5201558869448643,-0.9219842674366435
S011,6,Non-individualized HRTF,3.0625,0.125,0.0625,0.4860760973725889,-1.2041199826559248
S012,1,Closed headphones,5,1.1547005383792515,0.5773502691896257,0.6989700043360189,-0.23856062735983125
S012,1,Individualized HRTF,0.2625,0.047871355387816894,0.023935677693908447,-0.5808706922580243,-1.6209542717726624
S012,1,Real speakers,0.275,0.04999999999999999,0.024999999999999994,-0.5606673061697374,-1.6020599913279625
S012,1,Non-individualized HRTF,0.375,0.05000000000000002,0.02500000000000001,-0.42596873227228116,-1.6020599913279623
S012,2,Closed headphones,6,1.4142135623730951,0.7071067811865476,0.7781512503836436,-0.15051499783199057
S012,2,Individualized HRTF,0.775,0.15000000000000002,0.07500000000000001,-0.1106982974936897,-1.1249387366083
S012,2,Real speakers,0.9,0.21602468994692867,0.10801234497346433,-0.045757490560675115,-0.9665266051846935
S012,2,Non-individualized HRTF,1.025,0.36855573979159967,0.18427786989579983,0.010723865391773066,-0.7345268164858147
S012,3,Closed headphones,8.25,0.9574271077563381,0.47871355387816905,0.9164539485499251,-0.31992427610868107
S012,3,Individualized HRTF,1.075,0.0957427107756338,0.0478713553878169,0.03140846425162412,-1.3199242761086811
S012,3,Real speakers,1.45,0.09999999999999998,0.04999999999999999,0.16136800223497488,-1.3010299956639813
S012,3,Non-individualized HRTF,1.625,0.04999999999999993,0.024999999999999967,0.21085336531489318,-1.602059991327963
S012,4,Closed headphones,8.75,1.2583057392117916,0.6291528696058958,0.9420080530223133,-0.20124381821137916
S012,4,Individualized HRTF,1.475,0.050000000000000044,0.025000000000000022,0.16879202031418183,-1.602059991327962
S012,4,Real speakers,1.8,0.24494897427831783,0.12247448713915891,0.25527250510330607,-0.9119543704721593
S012,4,Non-individualized HRTF,1.925,0.0957427107756338,0.0478713553878169,0.2844307338445195,-1.3199242761086811
S012,5,Closed headphones,9.5,0.5773502691896257,0.28867513459481287,0.9777236052888477,-0.5395906230238124
S012,5,Individualized HRTF,1.5,0.2160246899469287,0.10801234497346435,0.17609125905568124,-0.9665266051846934
S012,5,Real speakers,1.525,0.12583057392117916,0.06291528696058958,0.1832698436828046,-1.2012438182113792
S012,5,Non-individualized HRTF,1.875,0.15000000000000002,0.07500000000000001,0.27300127206373764,-1.1249387366083
S012,6,Closed headphones,10,1.4142135623730951,0.7071067811865476,1,-0.15051499783199057
S012,6,Individualized HRTF,1.75,0.05773502691896263,0.028867513459481315,0.24303804868629444,-1.539590623023812
S012,6,Real speakers,1.7750000000000001,0.2872281323269015,0.14361406616345074,0.24919835739111293,-0.8428030213890186
S012,6,Non-individualized HRTF,2.2,0.28284271247461895,0.14142135623730948,0.3424226808222063,-0.8494850021680095
S013,1,Incongruous room,0.1,0,0,-1,-Inf
S013,1,Closed headphones,0.2125,0.04787135538781691,0.023935677693908454,-0.6726410656136697,-1.6209542717726622
S013,2,Incongruous room,0.2,0.07071067811865475,0.035355339059327376,-0.6989700043360187,-1.4515449934959719
S013,2,Closed headphones,0.3125,0.13149778198382917,0.06574889099191458,-0.5051499783199059,-1.182111568163738
S013,3,Incongruous room,0.2,0.07071067811865475,0.035355339059327376,-0.6989700043360187,-1.4515449934959719
S013,3,Closed headphones,0.45,0.12909944487358055,0.06454972243679027,-0.3467874862246563,-1.190105620855803
S013,4,Incongruous room,0.2125,0.125,0.0625,-0.6726410656136697,-1.2041199826559248
S013,4,Closed headphones,0.425,0.15545631755148026,0.07772815877574013,-0.37161106994968846,-1.1094216197383155
S013,5,Incongruous room,0.2125,0.125,0.0625,-0.6726410656136697,-1.2041199826559248
S013,5,Closed headphones,0.45,0.10801234497346436,0.05400617248673218,-0.3467874862246563,-1.2675566008486745
S013,6,Incongruous room,0.2875,0.15478479684172258,0.07739239842086129,-0.5413621509743507,-1.111301694174969
S013,6,Closed headphones,0.475,0.16583123951776998,0.08291561975888499,-0.3233063903751334,-1.0813636487488498
S014,1,Incongruous room,1.15,0.3109126351029605,0.15545631755148026,0.06069784035361165,-0.8083916240743343
S014,1,Closed headphones,1.125,0.29860788111948194,0.14930394055974097,0.05115252244738129,-0.8259287298451888
S014,1,Individualized HRTF,1.625,0.25,0.125,0.21085336531489318,-0.9030899869919435
S014,1,Real speakers,1.375,0.47871355387816905,0.23935677693908453,0.13830269816628146,-0.6209542717726623
S014,1,Non-individualized HRTF,2.25,0.5,0.25,0.3521825181113625,-0.6020599913279624
S014,2,Incongruous room,2.625,0.4349329450233296,0.2174664725116648,0.4191293077419757,-0.6626076900912323
S014,2,Closed headphones,2.875,0.6291528696058958,0.3145764348029479,0.4586378490256493,-0.5022738138753603
S014,2,Individualized HRTF,3.25,1.2583057392117916,0.6291528696058958,0.5118833609788743,-0.20124381821137916
S014,2,Real speakers,3,0.816496580927726,0.408248290463863,0.47712125471966244,-0.3890756251918218
S014,2,Non-individualized HRTF,4.25,0.9574271077563381,0.47871355387816905,0.6283889300503115,-0.31992427610868107
S014,3,Incongruous room,3.7,0.812403840463596,0.406201920231798,0.568201724066995,-0.39125802789304687
S014,3,Closed headphones,3.95,0.4203173404306164,0.2101586702153082,0.5965970956264602,-0.6774526882234179
S014,3,Individualized HRTF,3.75,0.9574271077563381,0.47871355387816905,0.5740312677277188,-0.31992427610868107
S014,3,Real speakers,4.5,0.5773502691896257,0.28867513459481287,0.6532125137753437,-0.5395906230238124
S014,3,Non-individualized HRTF,5.25,0.9574271077563381,0.47871355387816905,0.7201593034059569,-0.31992427610868107
S014,4,Incongruous room,4.5,0.7071067811865476,0.3535533905932738,0.6532125137753437,-0.45154499349597177
S014,4,Closed headphones,3.625,1.1086778913041726,0.5543389456520863,0.5593080109070125,-0.25622460853070267
S014,4,Individualized HRTF,4,1.4142135623730951,0.7071067811865476,0.6020599913279624,-0.15051499783199057
S014,4,Real speakers,4.5,0.5773502691896257,0.28867513459481287,0.6532125137753437,-0.5395906230238124
S014,4,Non-individualized HRTF,5.75,0.9574271077563381,0.47871355387816905,0.7596678446896304,-0.31992427610868107
S014,5,Incongruous room,3.95,0.10000000000000009,0.050000000000000044,0.5965970956264602,-1.3010299956639808
S014,5,Closed headphones,3.925,0.5678908345800274,0.2839454172900137,0.5938396610812713,-0.5467651361783379
S014,5,Individualized HRTF,3.75,0.9574271077563381,0.47871355387816905,0.5740312677277188,-0.31992427610868107
S014,5,Real speakers,4.5,1,0.5,0.6532125137753437,-0.3010299956639812
S014,5,Non-individualized HRTF,5.5,0.5773502691896257,0.28867513459481287,0.7403626894942439,-0.5395906230238124
S014,6,Incongruous room,4.65,0.44347115652166896,0.22173557826083448,0.667452952889954,-0.6541646172027403
S014,6,Closed headphones,5.075,0.4349329450233296,0.2174664725116648,0.7054360465852505,-0.6626076900912323
S014,6,Individualized HRTF,4.75,0.9574271077563381,0.47871355387816905,0.6766936096248666,-0.31992427610868107
S014,6,Real speakers,4.5,1.2909944487358056,0.6454972243679028,0.6532125137753437,-0.19010562085580301
S014,6,Non-individualized HRTF,6.25,0.9574271077563381,0.47871355387816905,0.7958800173440752,-0.31992427610868107
S015,1,Incongruous room,0.75,0.20816659994661327,0.10408329997330663,-0.12493873660829995,-0.9826189468703941
S015,1,Closed headphones,1.725,2.185368008673444,1.092684004336722,0.23678909940929294,0.03849458554108121
S015,1,Individualized HRTF,1.5,0,0,0.17609125905568124,-Inf
S015,1,Real speakers,1.875,0.25,0.125,0.27300127206373764,-0.9030899869919435
S015,1,Non-individualized HRTF,1.5,0,0,0.17609125905568124,-Inf
S015,2,Incongruous room,2.375,0.75,0.375,0.3756636139608854,-0.42596873227228116
S015,2,Closed headphones,1.55,0.6137317546507324,0.3068658773253662,0.1903316981702915,-0.5130514012821025
S015,2,Individualized HRTF,3.5,0.5773502691896257,0.28867513459481287,0.5440680443502757,-0.5395906230238124
S015,2,Real speakers,3.5,0.408248290463863,0.2041241452319315,0.5440680443502757,-0.690105620855803
S015,2,Non-individualized HRTF,2.75,0.28867513459481287,0.14433756729740643,0.43933269383026263,-0.8406206186877936
S015,3,Incongruous room,3.25,1.3228756555322954,0.6614378277661477,0.5118833609788743,-0.17951097132083396
S015,3,Closed headphones,2,0.7071067811865476,0.3535533905932738,0.3010299956639812,-0.45154499349597177
S015,3,Individualized HRTF,4,0.816496580927726,0.408248290463863,0.6020599913279624,-0.3890756251918218
S015,3,Real speakers,4.5,0.5773502691896257,0.28867513459481287,0.6532125137753437,-0.5395906230238124
S015,3,Non-individualized HRTF,3.25,0.5,0.25,0.5118833609788743,-0.6020599913279624
S015,4,Incongruous room,4,0.816496580927726,0.408248290463863,0.6020599913279624,-0.3890756251918218
S015,4,Closed headphones,2.975,1.9067861267938082,0.9533930633969041,0.47348697006456836,-0.020728012194383572
S015,4,Individualized HRTF,4.5,0.5773502691896257,0.28867513459481287,0.6532125137753437,-0.5395906230238124
S015,4,Real speakers,4.625,0.8539125638299665,0.42695628191498325,0.6651117370750514,-0.369616592176637
S015,4,Non-individualized HRTF,3.75,0.5,0.25,0.5740312677277188,-0.6020599913279624
S015,5,Incongruous room,3.375,1.25,0.625,0.5282737771670437,-0.2041199826559248
S015,5,Closed headphones,1.975,0.7588368291888141,0.37941841459440706,0.29556709996247904,-0.42088159500069433
S015,5,Individualized HRTF,4.25,0.5,0.25,0.6283889300503115,-0.6020599913279624
S015,5,Real speakers,3.75,0.5,0.25,0.5740312677277188,-0.6020599913279624
S015,5,Non-individualized HRTF,3.75,0.5,0.25,0.5740312677277188,-0.6020599913279624
S015,6,Incongruous room,4.75,0.5,0.25,0.6766936096248666,-0.6020599913279624
S015,6,Closed headphones,3.75,1.848422751068236,0.924211375534118,0.5740312677277188,-0.034228690327925894
S015,6,Individualized HRTF,4.5,0.5773502691896257,0.28867513459481287,0.6532125137753437,-0.5395906230238124
S015,6,Real speakers,4.75,0.5,0.25,0.6766936096248666,-0.6020599913279624
S015,6,Non-individualized HRTF,4,0,0,0.6020599913279624,-Inf
S016,1,Incongruous room,0.5,0,0,-0.3010299956639812,-Inf
S016,1,Closed headphones,0.875,0.75,0.375,-0.057991946977686754,-0.42596873227228116
S016,1,Individualized HRTF,0.575,0.29860788111948194,0.14930394055974097,-0.24033215531036956,-0.8259287298451888
S016,1,Real speakers,0.875,0.25,0.125,-0.057991946977686754,-0.9030899869919435
S016,1,Non-individualized HRTF,0.875,0.47871355387816905,0.23935677693908453,-0.057991946977686754,-0.6209542717726623
S016,2,Incongruous room,1.875,0.25,0.125,0.27300127206373764,-0.9030899869919435
S016,2,Closed headphones,1.875,0.25,0.125,0.27300127206373764,-0.9030899869919435
S016,2,Individualized HRTF,1.75,0.8660254037844386,0.4330127018922193,0.24303804868629444,-0.3634993639681312
S016,2,Real speakers,1.75,0.5,0.25,0.24303804868629444,-0.6020599913279624
S016,2,Non-individualized HRTF,1.5,0.408248290463863,0.2041241452319315,0.17609125905568124,-0.690105620855803
S016,3,Incongruous room,3.125,0.8539125638299665,0.42695628191498325,0.494850021680094,-0.369616592176637
S016,3,Closed headphones,3.5,1.4719601443879744,0.7359800721939872,0.5440680443502757,-0.13313394470238465
S016,3,Individualized HRTF,3.625,1.7017148213885114,0.8508574106942557,0.5593080109070125,-0.07014321422472727
S016,3,Real speakers,3,0,0,0.47712125471966244,-Inf
S016,3,Non-individualized HRTF,3.25,0.9574271077563381,0.47871355387816905,0.5118833609788743,-0.31992427610868107
S016,4,Incongruous room,3.625,1.1086778913041726,0.5543389456520863,0.5593080109070125,-0.25622460853070267
S016,4,Closed headphones,4.75,2.0615528128088303,1.0307764064044151,0.6766936096248666,0.013164469361174578
S016,4,Individualized HRTF,3,1.8257418583505538,0.9128709291752769,0.47712125471966244,-0.039590623023812395
S016,4,Real speakers,4,1.4142135623730951,0.7071067811865476,0.6020599913279624,-0.15051499783199057
S016,4,Non-individualized HRTF,4,0.816496580927726,0.408248290463863,0.6020599913279624,-0.3890756251918218
S016,5,Incongruous room,4.25,0.5,0.25,0.6283889300503115,-0.6020599913279624
